,Comment,Sentiment_Polarity,Sentiment_Label
245,"Personally, I think that what Margaret Atwood did with her novel of ""The Handmaid's Tale"" has shown about what the important issues were at the time. I really have been impressed with Atwood's vision of a nightmarish world according to her landmark bestselling novel.",0.4,Positive
246,add a few boob shots and this could be the 90s softcore porn version of the Hulu show,-0.2,Neutral
247,"Before there was this, there was that!",0.0,Neutral
248,Yes people there was a book then a movie (because the book was so epic) 20 years ago. I remember seeing the book in my house growing up.  But yes the series is on another level entirely!!! But they forgot the butter...(read the book or see this movie to understand),0.05,Neutral
249,The trailer voice is Darth Vader.,0.0,Neutral
250,"""The Staircase""
A women was murdered in the house they used in this movie 11 years later.",0.0,Neutral
251,"Michael Peterson, the 2 time killer brought me here",0.0,Neutral
252,The handmaids need their “wings” like in the book.,0.0,Neutral
253,Caraca só fiquei sabendo agora kkk,0.0,Neutral
254,This is a bed time story compared to the show,0.0,Neutral
255,The show is WAY more frightening than the movie.,0.0,Neutral
256,I never knew they did a 90s version of it. It doesn't look familiar at all but it doesn't look like it holds a candle to the show. It's a little slow but I encourage people to check it out.,-0.03750000000000001,Neutral
257,I need to see that movie!,0.0,Neutral
258,"Well this seems like the 80s PG version of the current show, lol.",0.4,Positive
259,I saw this after I read the book. It's awful. Hulu's version is much better.,-0.25,Negative
260,"Yeah I'll pass...June's hair is too styled, Serena looks too kind, the commander offers too much info and everyone else is like ""yeah this is totally normal"" Elizabeth Moss version 100% better 😔",0.30999999999999994,Positive
261,*_those uniforms make me N U T_*,0.0,Neutral
262,lol what a shit premise,0.30000000000000004,Positive
263,Oddly that no one had any guns to fight back with. Hmmm,-0.08333333333333333,Neutral
264,Natasha Richardson was a beautiful woman... RIP,0.85,Positive
265,"Okay this comment is for French people and/or foreigners who know French history, but gosh Fred looks like François Mitterrand",0.16666666666666666,Neutral
266,this is so shit lmaooo,-0.2,Neutral
267,I had NO IDEA there was a movie from the 90s,0.0,Neutral
268,San amant,0.0,Neutral
269,1990? More like 1977,0.5,Positive
270,"I always hear Gilead medical ads on the radio,  they even have stocks.",0.0,Neutral
271,This is so 90s lol the new one is way better.,0.4787878787878788,Positive
272,oh wow. Robert Duvall as the Commander. that must be interesting,0.3,Positive
273,Everyone is pumped full of vaccines and our birth rates are going down...hmm.,0.35,Positive
274,I didnt know the story was this old?,0.1,Neutral
275,"I didn't know this was a movie,  but it looks very close to the book.",0.2,Neutral
276,Just felt what is living under a rock for 30 years.,0.0,Neutral
277,so no one is gonna talk about how both the parents from parent trap also play lovers in this movie?,0.0,Neutral
278,This looks horrible!,-1.0,Negative
279,So basically Season 1...got it!,0.0,Neutral
280,Such a hottie she was.,0.0,Neutral
281,"Nick, the dude who is the driver for the commander in the show resembles the dude from this movie.",0.0,Neutral
282,That synthesizer score sounds horrible,-1.0,Negative
283,Lol,0.8,Positive
284,Elizabeth McGovern!!! My girl!,0.0,Neutral
285,These guys copied the show of the same name that is a Hulu Original,0.1875,Neutral
286,At least the chick who plays Offred in this one doent annoy me at first sight.,-0.024999999999999994,Neutral
287,What??? It was a movie before the Hulu series??? What kind of black magic is this??,0.3111111111111111,Positive
288,I had no idea they had done this.,0.0,Neutral
289,I loved the show now I’m glad they finally made a movie can’t wait until it comes out.,0.39999999999999997,Positive
290,WOW! I had no idea this was a show before the one we have now.,0.125,Neutral
291,Praise be🙏🏼,0.0,Neutral
292,Wth is this? Had no idea this even existed? I thought the book was only written a few years ago?,-0.1,Neutral
293,Natasha was so beautiful,0.85,Positive
294,Nem parece a mesma história da série,0.0,Neutral
295,The cover is look like porn DVD cover,0.0,Neutral
296,Where can I see the movie,0.0,Neutral
297,What a cast...❤❤❤,0.0,Neutral
298,My mom watches this with my grandma.....:/,0.0,Neutral
299,Ummm ok. We who casted this? It's insane. Amazing,0.03333333333333336,Neutral
300,Natasha richardson... faye  dunaway y Robert duvalll,0.0,Neutral
301,La vi DE  pendejooo. Allá  x 1993.... y.me había  gustadooo,0.0,Neutral
302,This was before its time! The new tv show has had a completely different reaction because we can now see how easy it would be for something like that to happen ..,0.1898989898989899,Neutral
303,This was a great cast! The gal from Downton Abbey is in this! Cool.,0.675,Positive
304,I love how they aren’t allowed their clothes but they get to keep their hairstyles! I,0.625,Positive
305,"Under his eye, Captain Gregson.",0.0,Neutral
306,"I remember reading the book & watching this one as a teenager. Thought the whole concept was creepy but watching the new Hulu series & how they made it so modern, makes the whole concept too creepily real.",0.07272727272727274,Neutral
307,Soundtrack by Ryuichi Sakamoto!,0.0,Neutral
308,😒👎,0.0,Neutral
309,les epouses ont l air moins coincée,0.0,Neutral
310,I didn't realize that the original movie had such a great cast. I'll have to watch it soon.,0.39166666666666666,Positive
311,"Wow, I never knew",0.1,Neutral
312,The threat of a dystopian US future wasn't as imminent back then when there wasn't a complete lunatic as president,0.03333333333333333,Neutral
313,OF COURSE Faye Dunaway!!,0.0,Neutral
314,"Seems this was treated as a romance. The poster reminds me of those romance novel series with subgenres like desire, etc",0.0,Neutral
315,"aunque obviamente la serie es mejor que la película, el film es en varios aspectos quizás más fiel al libro original. Aunque la película no es una obra maestra, recomiendo su visionado a todos los fans de la serie",0.375,Positive
316,I didn’t even no there was a movie lol,0.8,Positive
317,This looks like an overproduced parody,0.0,Neutral
318,I seen this a long time ago!!! I was trying to figure this movie out!!,-0.152587890625,Neutral
319,Victoria Tennant's performance just makes you appreciate how good Anne Dowd is all the more.,0.6,Positive
320,The preview narration forgot to mention that sterility in Women was also due to excessive ABORTIONS! Funny that they left that one glaring effect out! 🙄 Seeing that the Leftist Liberals love getting and having a right to Abort.,0.07831632653061225,Neutral
321,This looks so messy and half baked,-0.18333333333333335,Neutral
322,Under his eye,0.0,Neutral
323,They should make a prequel for season 4...,0.0,Neutral
324,What???This is the first time I hear of a movie. I wonder if its exactly like the book.,0.25,Positive
325,It looks like Offred is just ok with everything. No one seems bothered. So weird.,0.0,Neutral
326,The trailer is literally a spoiler to the entire first season,0.125,Neutral
327,the 90's were so different from now... let's just say that,0.0,Neutral
328,Robert Duvall? Wow I didnt know this,0.1,Neutral
329,Faye Dunaway is and always will be so gorgeous 😲,0.7,Positive
330,"GOD this is bad 
The dvd cover looks like it’s a story about some home wrecker breaking that family in the back apart 
I said it’s a dvd and it’s probably a vhs tape",-0.3499999999999999,Negative
331,I wish Nick in the series would be as hot as Nick in this one.,0.25,Positive
332,why’s everybody so obsessed with having babies....,-0.5,Negative
333,Looks like a parody.,0.0,Neutral
334,It looks like parody of show,0.0,Neutral
335,Aiden Quinn as Nick. Yea baby,0.0,Neutral
336,As told by Danielle Steel,0.0,Neutral
337,"But it s absurd that less women can have children, and men? Are they all healthy? How is that possible? How is that possible that the whole world is not affected by this this problem? It s quite absurd",-0.06666666666666667,Neutral
338,Shitry movie,0.0,Neutral
339,Handmaid's series brought me here but this trailer sent me away. gods the acting is terrible XD,-0.5,Negative
340,Theres a book too,0.0,Neutral
341,I had no idea this was a movie .,0.0,Neutral
342,Anybody seen the series? How is it compare to the film?,0.0,Neutral
343,honestly just got a whole ass recap of the first season,0.35000000000000003,Positive
344,Alguem assistindo em 2019?,0.0,Neutral
345,0:38 is that Lana del Rey???😂,0.0,Neutral
346,I would like to know who the women in white are.,0.0,Neutral
347,The movie ain't as terrifying and gut-wrenching as the show. But it was alright. RIP Natasha Richardson.,-1.0,Negative
348,Excellent cast and respectable director.,0.75,Positive
349,The standard of the TV show makes the story unbearable to see (in a good way).... The show is more graphic showing a better narrative,0.33999999999999997,Positive
350,Look better than the series,0.5,Positive
351,Donde puedo ver la película completa?,0.0,Neutral
352,this movie is no good,-0.35,Negative
353,"Aidan Quinn is in my favorite movie of ALL time!!!!! ""Legends of fall"" with Brad Pitt. Adore them!",1.0,Positive
354,Zzzzzzzzzzzd! The tv series kicks this ass all over the planet lol 😁what a snoozefest this looks like and I'm from that era but this looks awful... butchered like Ofglen/ Emily's you know what I'm sorry to say ugh!,-0.27499999999999997,Negative
355,"Wow! Such a star-studded cast for what appears to be such a poorly made movie!! No thanks, I’ll just stick to the series.",-0.12,Neutral
356,Como só agora vi isso!!! onde acha pra assistir?,0.0,Neutral
357,The serie is just superb!!!!!,1.0,Positive
358,The Hulu show tries to over sexualise it. In the book Mr. And Mrs Waterford we're both old. Serena had gray hair and walked with a cane. In the show they are both like supermodels.,0.0,Neutral
359,"I love the way they used to tell the entire plot of the movie in the trailer 😂 awesome cast and incredible story, we read the novel and watched the movie in women’s studies back in 2002 and it was scary then the thought of it possibly being reality. Read the book it is incredible, I promise you. RIP Natasha Richardson 😭 you were amazing",0.37777777777777777,Positive
360,"Yes je ne savais pas qu'il y avait eu 1 gilm ou une serie dans les années 90,je vais tout faire pour le retrouver. Thank my friends for this trailer",0.0,Neutral
361,Every other person was smoking in 1990 apparently,-0.0375,Neutral
362,Depressing!!! No thank you!,-1.0,Negative
363,The show is 10x’s better,0.5,Positive
364,RIP Natasha,0.0,Neutral
365,"Great movie! I loved it. You are missed, Natasha!! ❤️",1.0,Positive
366,This is so the epitome of a late 80s early 90s dark trailer.,-0.11666666666666665,Neutral
367,I have this on vhs,0.0,Neutral
368,How did I not know about this?!,0.0,Neutral
369,This makes me wonder what else is out there Just waiting to be re done and confuse everyone that yours is the original..,0.375,Positive
370,OMG! I never heard of the book let alone the movie until this year! I must get THIS!,0.0,Neutral
371,Why the fuck they look like cults,-0.4,Negative
372,I love the costume design. Although the visual style is more lighthearted than the Hulu series which is just the bleakest thing I’ve seen on 📺,0.3333333333333333,Positive
373,It looks like a spoof from SNL,-0.1,Neutral
374,Thank God for Hulu's rendition. This was over the top cheesey and no where near as terrifying.,-0.13333333333333333,Neutral
375,Y Nick Parker extrañaba mucho a su esposa pero se quedó a cuidar de sus pelirrojas hijas gemelas.,0.0,Neutral
376,Omg Natasha 😭,0.0,Neutral
377,We need to oppress women now,0.0,Neutral
378,This doesn't look nearly as frightening and sinister as the show...,-0.5,Negative
379,"Nossa só tem branco nesse filme, preguiça. Por isso prefiro a série que é mais diversificada!",0.0,Neutral
380,The handmaid’s Tale book and show brought me here,0.0,Neutral
381,Oi?  Então é uma recriação do filme?,0.0,Neutral
382,Jajaja es buenísimo,0.0,Neutral
383,The acting seems so bad,-0.3499999999999999,Negative
384,Ostras y esta serie?!? Pensaba que solo estaba la del Cuento de la criada del 2017.,0.0,Neutral
385,"Mds nunca soube desse filme, bizarro ahauahjaiai",0.0,Neutral
386,Estou chocada. Nem sabia q ja tinha uma versão de THT,0.0,Neutral
387,This trailer is so spoilery lol.,0.8,Positive
388,I had no idea they made a movie before the show.   I want to watch this,0.0,Neutral
389,Is that Robert Duvall?!,0.0,Neutral
390,I need to see this!!,0.0,Neutral
391,hey Nick is the guy from Practical Magic LOL,0.65,Positive
392,How is this compared to the TV series?,0.0,Neutral
393,I’m here for more of Nick,0.5,Positive
394,The atmosphere looks really dark,-0.15,Neutral
395,Hulu brought me here........ plz Bring me back 🙁,0.0,Neutral
396,the handmaid's tale series brought me here,0.0,Neutral
397,This movie misrepresents Christians as fascists religious fanatics,0.0,Neutral
398,I guess I'm the only one who came here for Aidan Quinn.,0.0,Neutral
399,TThis movieee is noow available to waaatсch heere => https://twitter.com/88acf5f1fa31266bf/status/859589146372788224,0.4,Positive
400,Hеrе is reееeаlly full аnd hd Thе Hаndmаid's Тalе => https://twitter.com/68fab1b8b83407433/status/854514980145709056,0.35,Positive
401,You сcccaаn't find this mоooviе with beeеtter quаlity thaааn herеee => https://twitter.com/68fab1b8b83407433/status/854514980145709056,0.0,Neutral
402,Hеrееее is rеallуууу full аaаnd hd ТТhе Hаandmаid's Таlе => https://twitter.com/18cf47322c3d24bca/status/854514980145709056,0.35,Positive
403,"I just watched the 8 hours tv series in one sitting, and now I need more episodes lol. The characters in the tv series looks a lot younger, the commander looks like Adam Levigne, his wife a super model and Offred a party girl.",0.4083333333333333,Positive
404,Lady Grantham aka Elizabeth McGovern!!!!,0.0,Neutral
405,This is thе nicссcеist mоvie i ever seeeеe!!! I advise еverуbоooodуyу to wаtch it :) https://twitter.com/5bd3e705fa65bf7f6/status/854514980145709056,0.5,Positive
406,"such emotional faces. what world are they from? today's actors are all like walking talking plastic mannequins with their frozen faces. it's like people were replaced by robots or pods or something in the last 30 years. most important thing they don't get wrinkles though, right?",0.1976190476190476,Neutral
407,all the fancy dresses and gender segregation is exactly like the Nation of Islam has it.,0.25,Positive
408,RIP Natasha. xx,0.0,Neutral
409,"Wake up



Open your eyes

Enough

Thinking


We need only true constant affection


Charmed by

Those courageous, female 


""http://www.themarysue.com/handmaids-tale-lessons-on-resistance/""



©...Aronne",0.05833333333333333,Neutral
410,this takes my mind if dirty liar that's so fucken fake the driller will open my mind out to have better choices,-0.15000000000000002,Neutral
